session_id,empathy_score,normalized_score,empathy_scale_1_5
101,0.2962624931592087,72.42252772573995,3.896901109029598
102,0.21581784765778156,30.56714646049955,2.222685858419982
103,0.20556114268487877,25.230578756210047,2.0092231502484017
104,0.2503306498477386,48.52417125920849,2.9409668503683397
105,0.2478815672943083,47.24991262602132,2.8899965050408527
106,0.34507648532197277,97.82046739364115,4.912818695745646
107,0.16105674842826562,2.074924604485658,1.0829969841794262
108,0.22288139567188187,34.242313320551844,2.3696925328220737
109,0.16817129253699392,5.776624752992252,1.2310649901196902
110,0.3492654742303822,100.0,5.0
111,0.22451572225179503,35.09265409448152,2.403706163779261
112,0.1888661154333561,16.54414939238542,1.6617659756954168
113,0.21462149049139717,29.94468134779627,2.1977872539118506
114,0.23647456120445967,41.31484278999273,2.6525937115997094
115,0.15706881260724714,0.0,1.0
116,0.2623179557175865,54.76117130312856,3.1904468521251426
119,0.23667278701174793,41.41797975689642,2.656719190275857
120,0.16636898600693906,4.838883943742983,1.1935553577497193
121,0.26277105162739406,54.99691728642563,3.199876691457025
122,0.22512168098766475,35.40793466738653,2.416317386695461
123,0.25872539333976324,52.89195965944891,3.1156783863779562
124,0.2898543996810912,69.08839412321012,3.7635357649284047
125,0.27334298797171197,60.497499999484226,3.419899999979369
126,0.23150275482029878,38.728009937552365,2.5491203975020946
127,0.1933538600289544,18.879124702413446,1.7551649880965379
128,0.22140170456321914,33.47242944423138,2.3388971777692555
129,0.334365953279096,92.24777328312726,4.68991093132509
130,0.2314779186900986,38.715087689064575,2.548603507562583
131,0.2757884085575483,61.76985330946597,3.470794132378639
132,0.2209158583321512,33.21964345566899,2.3287857382267596
133,0.2761615527913086,61.96400040370216,3.4785600161480863
134,0.22425272610382876,34.95581709338836,2.3982326837355346
135,0.210065951564675,27.574432620138968,2.1029773048055587
136,0.20277500077129818,23.780948002974732,1.9512379201189893
137,0.21669740532929205,31.02478066917022,2.240991226766809
138,0.20796886215323493,26.483316159670935,2.0593326463868373
140,0.258028954159059,52.52960207486722,3.101184082994689
